text,fname,sentence_index
"Okay, so trashy's the right stuff?",S02E28,260
Enh-enh-enh.,S02E28,261
"Even though you're mocking me,",S02E28,262
It still works.,S02E28,263
"Okay, Charlie, now repeat after me,",S02E28,264
"Tim can, I love Tim can.",S02E28,265
"Yay, trashy!",S02E28,266
Gahhh!,S02E28,267
"Guys, what are you doing here?",S02E28,268
- This is my mother Elaine.,S02E28,269
- We need you.,S02E28,270
"We tried ordering chicken,",S02E28,271
But they said you weren't working today.,S02E28,272
"Well, I guess I could fit you in.",S02E28,273
Have a seat.,S02E28,274
"Okay, talk to me.",S02E28,275
I didn't come halfway across this country.,S02E28,276
So these two could go out on a date night.,S02E28,277
Then feel free to go back.,S02E28,278
"Scott, that is my mother.",S02E28,279
"Okay okay, I see what's going on here.",S02E28,280
"You guys are talking at each other, not with each other.",S02E28,281
"Now you talk to me, and I'll talk to him.",S02E28,282
And he'll talk to me and I'll talk to her.,S02E28,283
"She'll talk to me, and I'll talk to you.",S02E28,284
"That's you to me, me to him, him to me,",S02E28,285
"Me to her, her to me, me to you.",S02E28,286
It's just that simple.,S02E28,287
It's kind of hard to take you seriously without the hat.,S02E28,288
"Oh, sorry.",S02E28,289
Let's get to work.,S02E28,290
I was just afraid of losing you.,S02E28,291
You'll never lose me.,S02E28,292
"And you can stay here as long as you like, {\i1}mom.{\i0}",S02E28,293
What's going on in here?,S02E28,294
Healing.,S02E28,295
What's going on in here is healing.,S02E28,296
"Thank you, Mr.",S02E28,297
Turtlebaum.,S02E28,298
Oh.,S02E28,299
Of turtlebaum & turtlebaum accounting:,S02E28,300
A professional corporation.,S02E28,301
Right.,S02E28,302
Now let's give a warm room six welcome.,S02E28,303
"To my dad, Bob Duncan.",S02E28,304
- Hey.,S02E28,305
- Dazzle me.,S02E28,306
"Hey, everybody, I am Bob Duncan of Bob's bugs be gone.",S02E28,307
And I am here today.,S02E28,308
To talk to you.,S02E28,309
About the fine art of pest control.,S02E28,310
"Yes. Now in my typical day,",S02E28,311
I come across all sorts of insects,S02E28,312
"Ants, roaches, mice.",S02E28,313
"wait, Mr. Duncan, you say,",S02E28,314
mice aren't insects. They are,S02E28,315
Anybody?,S02E28,316
That's right.,S02E28,317
They are rodents.,S02E28,318
Not here to learn.,S02E28,319
"Anyway, I've brought along some animals.",S02E28,320
"That, although I've never seen them on the job,",S02E28,321
I could quite possibly catch.,S02E28,322
If we were living in a different climate.,S02E28,323
On a different continent.,S02E28,324
For example,S02E28,325
{\i1}Look at that guy{\i0},S02E28,326
That is an emperor scorpion.,S02E28,327
"Now some people say that its sting is no worse than a bee's,",S02E28,328
"And others, well, they're not around to say anything.",S02E28,329
Ow!,S02E28,330
I'm just kidding.,S02E28,331
I'm just kidding.,S02E28,332
"Hey, you thought that was cool, huh?",S02E28,333
Wait until you check out this guy.,S02E28,334
Whoa.,S02E28,335
"Look at him, huh?",S02E28,336
This is a corn snake.,S02E28,337
"Pretty cool, huh? That's my dad.",S02E28,338
"Hello, everybody, welcome to story time.",S02E28,339
"My name is Teddy, and today we have a special treat.",S02E28,340
You're gonna hear two stories.,S02E28,341
"The first one is written by me, and it's called.",S02E28,342
Tim can and his amazing journey.,S02E28,343
Tin can?,S02E28,344
Tim.,S02E28,345
{\i0} Tim can.,S02E28,346
"All right, now before we begin,",S02E28,347
"Just a reminder, as of today,",S02E28,348
This story has not been published.,S02E28,349
Okay.,S02E28,350
"Once upon a time, there was a little can of soup.",S02E28,351
And his name was Tim.,S02E28,352
Tim lived at the grocery store hoping someday someone would buy him.,S02E28,353
One day a nice woman did.,S02E28,354
Her name was Candace.,S02E28,355
Oh! Hey! That's your name.,S02E28,356
-That's funny.,S02E28,357
-Okay.,S02E28,358
"Candace took Tim home,",S02E28,359
"Poured his soup in a pot,",S02E28,360
Then tossed him in the recycling bin.,S02E28,361
Tim was sad.,S02E28,362
Is that all there is?  he wondered.,S02E28,363
That's what I'm wondering.,S02E28,364
"Poor plumber, having to follow me.",S02E28,365
"I guess somebody had to go on after Elvis, right?",S02E28,366
"You did great, dad, and more importantly,",S02E28,367
- So did your belt.,S02E28,368
- Yeah.,S02E28,369
"Gabe, your old man wasn't gonna let you down.",S02E28,370
Have you seen the scorpion?,S02E28,371
- What? You lost a scorp - Wait wait wait wait.,S02E28,372
Let's just find it quietly by ourselves.,S02E28,373
"All right. Scorpions aren't poisonous, right?",S02E28,374
How should I know? I just rented it this morning.,S02E28,375
I thought I saw something on tv that said a scorpion can paralyze you.,S02E28,376
That might have been a nice thing to mention.,S02E28,377
Before I let it walk on me.,S02E28,378
I think they found it.,S02E28,379
and after Tim had been recycled into Tim pie plate.,S02E28,380
"And Tim aluminum foil,",S02E28,381
He went back to being Tim can.,S02E28,382
And lived happily ever after.,S02E28,383
The end.,S02E28,384
Yay!,S02E28,385
"Well, kids, wasn't that better than cheesy and pepe pizza?",S02E28,386
Yeah!,S02E28,387
"Hey, kids, here comes trashy!{\i0}",S02E28,388
"Hey, everybody,",S02E28,389
I'm trashy the trash can.,S02E28,390
But I'm not just any trash can.,S02E28,391
"No, I'm a trash can that gives out candy.",S02E28,392
Whoo!,S02E28,393
And the best part about trashy.,S02E28,394
Is that he has magical powers.,S02E28,395
So that he never runs out of candy.,S02E28,396
"Yeah, eat it up.",S02E28,397
"Yeah, eat it up.",S02E28,398
And that's the story of trashy the trash can.,S02E28,399
The end.,S02E28,400
That's not a story.,S02E28,401
You're just throwing candy at the kids so they'll like your book better.,S02E28,402
"Well, let's see if it works. Who likes trashy better than Tim can?",S02E28,403
- Me! - Ooh ooh ooh! Yeah yeah!,S02E28,404
"Mm-hmm. - Oh, yeah?",S02E28,405
"Well, I forgot to tell you one thing about Tim can.",S02E28,406
He is gonna take all of you kids in the library.,S02E28,407
Out for ice cream.,S02E28,408
"Okay, everybody repeat after me.",S02E28,409
Trashy! Trashy! Trashy!,S02E28,410
- Tim can! Tim can! Tim can! - Trashy! Trashy! Trashy!,S02E28,411
"Oh, Candace, do you wanna buy my story?",S02E28,412
Or do you wanna buy story?,S02E28,413
What I want is to find a new library for story time.,S02E28,414
Great. What am I supposed to do with 500 of these?,S02E28,415
And what seems to be the problem tonight?,S02E28,416
There's no problem.,S02E28,417
Everything's great.,S02E28,418
Aren't we past this? Let's dive in.,S02E28,419
"No, seriously, we're fine.",S02E28,420
We worked out all our issues.,S02E28,421
Then why'd you order chicken?,S02E28,422
Because we're hungry.,S02E28,423
"But if you guys are fine,",S02E28,424
Then I'm just the chicken guy.,S02E28,425
Pretty much.,S02E28,426
Thanks.,S02E28,427
Keep the change.,S02E28,428
I'll be back!,S02E28,429
I forgot your sides.,S02E28,430
Gabe.,S02E28,431
Can I talk to you for a minute?,S02E28,432
Kinda busy with my string cheese.,S02E28,433
"Buddy, I'm really sorry about today.",S02E28,434
All you asked me to do was not embarrass you.,S02E28,435
And that's exactly what I did.,S02E28,436
"Dad, you didn't embarrass me.",S02E28,437
"Thanks to you, everybody loves me.",S02E28,438
What?,S02E28,439
"Yeah, after the scorpion stung you, and then you passed out,",S02E28,440
And then Mr.,S02E28,441
Turtlebaum tried to suck the poison out of you.,S02E28,442
And then he passed out.,S02E28,443
What?,S02E28,444
"In all the confusion, the snake got loose.",S02E28,445
"Yeah, backup. Turtlebaum did what?",S02E28,446
"And then while you were at the hospital,",S02E28,447
The fire department came and the whole school was evacuated for the day.,S02E28,448
I am a hero because of you.,S02E28,449
"Thanks, dad.",S02E28,450
Now I'm gonna need an answer on that turtlebaum question.,S02E28,451
"Well, Charlie, needless to say,",S02E28,452
"I'm still unpublished,",S02E28,453
But the good news is so is mom.,S02E28,454
I think we learned a very important lesson.,S02E28,455
I look good even in a trash can.,S02E28,456
"Well, that's one of the lessons.",S02E28,457
"- So - I just feel so empty,",S02E28,458
So abandoned.,S02E28,459
I guess it'd be safe to say I feel used.,S02E28,460
You know what I'm saying?,S02E28,461
"PJ, the poor kid been here for 10 minutes.",S02E28,462
Pay him already.{\i0},S02E28,463
"Hey, see you tomorrow?",S02E28,464
"Sometimes there's nothing left to say but good luck, Charlie.",S02E28,465
Poor me.,S02E28,466
"I don't have any toppings,",S02E28,467
Just cheese.,S02E28,468
"You're a loser, cheesy.",S02E28,469
"Look at me, all covered in pepperoni.",S02E28,470
There must be something good about being so plain.,S02E28,471
"Oh yeah, when you think of it, let me know.",S02E28,472
Uh-oh.,S02E28,473
Plain old cheese or delicious pepperoni?,S02E28,474
No!,S02E28,475
"Huh, I guess there is something good.",S02E28,476
About being plain.,S02E28,477
It'd be a shame to leave just one.,S02E28,478
I was afraid of that.,S02E28,479
"Great news, everybody!",S02E29,0
"This year for once, I don't have to work on Thanksgiving.",S02E29,1
So we can all be together!,S02E29,2
And I can cook Thanksgiving dinner.,S02E29,3
- All right.,S02E29,4
- Yay.,S02E29,5
"Okay, what happened there?",S02E29,6
"Honey, come on, it's just that cooking",S02E29,7
Thanksgiving dinner is a lot of work.,S02E29,8
"Yeah, are you sure we shouldn't just eat out?",S02E29,9
"I mean, for your sake.",S02E29,10
No way.,S02E29,11
Every Thanksgiving I have to eat Turkey sandwiches.,S02E29,12
Out of the hospital vending machine.,S02E29,13
And you guys have to go to the old time buffet.,S02E29,14
"This year we're gonna be together,",S02E29,15
And I am gonna cook.,S02E29,16
Old time buffet offers quality and value.,S02E29,17
"Yeah, and their chicken fingers, mwah!",S02E29,18
Right?,S02E29,19
We are having dinner here and that is final.,S02E29,20
"All right, okay.",S02E29,21
"Actually, you know, I have a Thanksgiving announcement.",S02E29,22
This year we are going to be joined by grandpa.,S02E29,23
Grandpa Duncan.,S02E29,24
Yeah.,S02E29,25
"Hurts, doesn't it?",S02E29,26
"Oh, come on, you guys.",S02E29,27
- My dad has some good qualities. - Such as?,S02E29,28
"You know what? He exhales carbon dioxide, which is needed by plants.",S02E29,29
"All right, well, we've got bigger problems.",S02E29,30
Mom's cooking Thanksgiving dinner.,S02E29,31
"Oh, no no no no no.",S02E29,32
The best chef in the house,S02E29,33
P.,S02E29,34
J.,S02E29,35
Is cooking Thanksgiving dinner.,S02E29,36
I am? She's never gonna let me.,S02E29,37
That's why you have to trick her.,S02E29,38
"Give her the illusion that she's cooking, when in reality,",S02E29,39
You're the one doing all the work.,S02E29,40
"Got it, got it.",S02E29,41
Just one question.,S02E29,42
What does illusion mean?,S02E29,43
Three words,S02E29,44
Cook Thanksgiving dinner.,S02E29,45
Right now?,S02E29,46
"Relax, dad.",S02E29,47
Just messing with you.,S02E29,48
"Oh, by the way, thanksgiving two words.",S02E29,49
Today's all burnt toast ,S02E29,50
"Running late, and dad jokes",S02E29,51
Has anybody seen my left shoe,S02E29,52
"I close my eyes, take a bite",S02E29,53
"Grab a ride, laugh out loud",S02E29,54
There it is up on the roof,S02E29,55
"I've been there, I've survived",S02E29,56
So just take my advice,S02E29,57
"Hang in there, baby",S02E29,58
Things are crazy,S02E29,59
But I know your future's bright,S02E29,60
"Hang in there, baby",S02E29,61
There's no maybe,S02E29,62
Everything turns out all right,S02E29,63
Your life is up and down,S02E29,64
But trust me it comes back around,S02E29,65
You're gonna love who you turn out to be,S02E29,66
"Hang in there, baby.",S02E29,67
"What you drawing there, Charlie?",S02E29,68
A Turkey.,S02E29,69
- Are you sure? - Yeah.,S02E29,70
It looks a bit more like mashed potatoes.,S02E29,71
"Look, big Thanksgiving sale at the gizmo hut.",S02E29,72
They're selling mytabs for $49? That's awesome!,S02E29,73
I know! But we have to get in line early.,S02E29,74
Because they'll only have 10 of these at that price.,S02E29,75
So we have to wait in line on Thanksgiving day?,S02E29,76
"Yes, the sale starts at midnight.",S02E29,77
Why did they have to make it so hard?,S02E29,78
All we wanna do is celebrate.,S02E29,79
The true meaning of Thanksgiving,S02E29,80
Buying electronics at terrific prices.,S02E29,81
I'm saying.,S02E29,82
Turkey.,S02E29,83
Why do you always answer the door when I come over?,S02E29,84
How about you stop coming over and I'll stop answering the door?,S02E29,85
"Hi, Mrs.",S02E29,86
Dabney.,S02E29,87
"Amy, I have a question for you.",S02E29,88
Do you know where I can get a small Turkey for one?,S02E29,89
It's just me this year.,S02E29,90
"Oh, well, where's Mr. Dabney?",S02E29,91
Didn't you hear? I divorced his sorry butt.,S02E29,92
"Oh, I'm so sorry to hear that.",S02E29,93
I'm not.,S02E29,94
We were just making each other miserable.,S02E29,95
Now I can be the happy-go-lucky person I always was.,S02E29,96
You are?,S02E29,97
"I mean I mean, you can.",S02E29,98
You are?,S02E29,99
"So anyway, I'll be eating.",S02E29,100
"That tiny Turkey in that big empty house,",S02E29,101
"All alone, by myself,",S02E29,102
Just me.,S02E29,103
"Well, it'll be good practice for Christmas.",S02E29,104
After you.,S02E29,105
"Mrs. Dabney, would you like to",S02E29,106
Mrs.,S02E29,107
"Dabney, would you like to join us.",S02E29,108
For Thanksgiving dinner?,S02E29,109
"Well, this is coming out of nowhere.",S02E29,110
I'll have to check my schedule.,S02E29,111
Bye now.,S02E29,112
Why did you do that?,S02E29,113
I was being gracious.,S02E29,114
And I was being neighborly.,S02E29,115
"All right, well, that better end by Christmas.",S02E29,116
"Hey, mom, what you got there?",S02E29,117
It's the menu for Thanksgiving.,S02E29,118
Talk about great timing.,S02E29,119
Because I was gonna volunteer to help you cook.,S02E29,120
P.,S02E29,121
J.,S02E29,122
", that is so sweet, but actually I was gonna ask Teddy.",S02E29,123
"Mom, Teddy does not have time.",S02E29,124
She is off in her own little world.,S02E29,125
With the dolls and the horses.,S02E29,126
And the dress-up.,S02E29,127
"You do know she's not seven, right?",S02E29,128
Whatever.,S02E29,129
Let me see the list.,S02E29,130
"Okay, I'm just gonna put a little check.",S02E29,131
Next to the things I like to cook.,S02E29,132
"Yeah, yes.",S02E29,133
"Ooh, definitely.",S02E29,134
"Oh oh oh oh, yeah.",S02E29,135
"Honey, you checked everything but the rolls.",S02E29,136
"Oh, right, sorry.",S02E29,137
rolls.,S02E29,138
"Okay, fine, you can cook all that other stuff,",S02E29,139
But I am definitely cooking the Turkey.,S02E29,140
"Wait, that wasn't on the list.",S02E29,141
"Well, I thought it was obvious.",S02E29,142
"I got bogged down on the side dishes, lost my focus.",S02E29,143
So how did it go?,S02E29,144
I've got some bad news.,S02E29,145
What?,S02E29,146
She's making one dish.,S02E29,147
Please say broccoli.,S02E29,148
Please say broccoli.,S02E29,149
It rhymes with schmurkey.,S02E29,150
It's Turkey.,S02E29,151
"- Hey, everybody, grandpa's here. - Hey!",S02E29,152
"Yeah yeah, my, how you've grown.",S02E29,153
Blah blah blah.,S02E29,154
I don't believe you've met Charlie.,S02E29,155
Now why is he dressed like a girl?,S02E29,156
"Well, because she is a girl.",S02E29,157
"Yes, Charlie is short for Charlotte.",S02E29,158
Then why isn't she called {\i1}Sharlie?{\i0},S02E29,159
"Seriously, I don't get it.",S02E29,160
"You give the girls boys' names. He should be Teddy,",S02E29,161
"He should be Charlie, and she should be P.",S02E29,162
J.,S02E29,163
"We're not renaming the kids, dad.",S02E29,164
"Good news. I checked my schedule,",S02E29,165
And it turns out I am available on Thanksgiving.,S02E29,166
"All right, really? Who left the door open?",S02E29,167
Mrs.,S02E29,168
"Dabney, this is my father-in-law Frank Duncan.",S02E29,169
"Frank, Estelle Dabney.",S02E29,170
"Bob, I was wondering if you could come over.",S02E29,171
And look at my garbage disposal.,S02E29,172
- It's not working right.,S02E29,173
"- Oh, I'll do it.",S02E29,174
Had my own plumbing business for 30 years.,S02E29,175
"Plumbing, now that's a man's job.",S02E29,176
"You want someone to catch a butterfly,",S02E29,177
Call my son.,S02E29,178
Let's go.,S02E29,179
"Yes, we're numbers nine and 10!",S02E29,180
- You're nine and I'm 10? - Yeah.,S02E29,181
Why don't I get to be nine?,S02E29,182
What difference does it make? We're both getting mytabs.,S02E29,183
Then I'm nine.,S02E29,184
"Oh, great, I gotta spend the rest of the day in line.",S02E29,185
Behind you two losers.,S02E29,186
"Well well well,",S02E29,187
"If it isn't Karl, the neighborhood jerk.",S02E29,188
"If you were planning on getting a mytab,",S02E29,189
You're out of luck.,S02E29,190
You're number 11.,S02E29,191
Not if I outrun you.,S02E29,192
"And when I get my mytab, I'm gonna go online to the losers site.",S02E29,193
And post something on your loser page.,S02E29,194
"That says, hey, loser!",S02E29,195
This is gonna be a long day.,S02E29,196
"Excuse me, Karl.",S02E29,197
I'm gonna zip up the invisible wall now.,S02E29,198
So we don't have to listen to you.,S02E29,199
You can still hear me.,S02E29,200
I know you can.,S02E29,201
"Hey, invisible walls stupid.",S02E29,202
"I'm sorry, what?",S02E29,203
"T, you should get going so you can make it home for your Thanksgiving dinner.",S02E29,204
"Yeah, you're right.",S02E29,205
"Well, I'll be back at 4:00 so you can go to your dinner.",S02E29,206
- See ya.,S02E29,207
- See ya.,S02E29,208
"Hey, Ivy,",S02E29,209
"Now that Teddy's gone,",S02E29,210
I can finally admit that I'm not really a jerk.,S02E29,211
I'm just a vulnerable kid who's too scared to admit.,S02E29,212
That he needs a friend.,S02E29,213
"Oh, really?",S02E29,214
"No, I'm a jerk. Loser!",S02E29,215
"Yep, a real long day.",S02E29,216
"Oh, man, this is just weird.",S02E29,217
- What is? - Grandpa.,S02E29,218
He seems happy.,S02E29,219
It's very unsettling.,S02E29,220
"Peek-a-boo, I see you.",S02E29,221
Peek-a-boo.,S02E29,222
"All right, you know what? We'd better go make sure he's okay.",S02E29,223
Here we go. I'm gonna get ya!,S02E29,224
Here he comes. Whooo!,S02E29,225
"Oh, she's a cutie pie!",S02E29,226
"And you were cute, too, when you were at that age, Gabe.",S02E29,227
Boop.,S02E29,228
"Happy Thanksgiving, everyone!",S02E29,229
Happy Thanksgiving.,S02E29,230
"She's acting weird, too?",S02E29,231
"Okay, something's not right.",S02E29,232
This is such a wonderful day.,S02E29,233
I have so much to be thankful for.,S02E29,234
Like what?,S02E29,235
"Well, I am thankful.",S02E29,236
That I have a new man in my life.,S02E29,237
And I am thankful to be that man.,S02E29,238
Um So you two are together now?,S02E29,239
That's right.,S02E29,240
After Frank unclogged my disposal,S02E29,241
He unclogged my heart.,S02E29,242
So it looks like I'll be sticking around.,S02E29,243
For a while.,S02E29,244
"And who knows, Gabe? Someday soon,",S02E29,245
You might be calling me grandma.,S02E29,246
"Gabe, let's go for a catch.",S02E29,247
- A what? - Just go outside.,S02E29,248
"All right, what are we gonna do?",S02E29,249
There's only one thing we can do.,S02E29,250
We gotta split em up.,S02E29,251
"Oh, that sounds evil.",S02E29,252
I like it.,S02E29,253
"Hey, you know what?",S02E29,254
All we have to do is just help them to get to know each other.,S02E29,255
"I mean, once we do that",S02E29,256
Then they'll hate each other.,S02E29,257
- Exactly. - Yeah!,S02E29,258
Wait wait wait. Should we do this?,S02E29,259
They are older people.,S02E29,260
This may be their last chance at happiness.,S02E29,261
You mean your new mom's last chance at happiness?,S02E29,262
"Yeah, they're going down.",S02E29,263
"- What happened? - Honey, I shrunk the Turkey.",S02E29,264
"Oh no, you must have flash roasted it.",S02E29,265
Flash roasted? What's that?,S02E29,266
"Well, it's complicated.",S02E29,267
It's what happens when you simultaneously.,S02E29,268
Over-breast and under-roast.,S02E29,269
"Put simply, it shrinks everything.",S02E29,270
- Even the bones? - Especially the bones.,S02E29,271
P.,S02E29,272
J.,S02E29,273
", what are we gonna do?.",S02E29,274
"Well, I'm just thinking on my feet here,",S02E29,275
"- But we do have a deep fryer. - Yeah, so?",S02E29,276
"So if we deep fry a Turkey, dinner could be ready in 90 minutes.",S02E29,277
Where are we gonna get another bird on Thanksgiving?,S02E29,278
I have a spare Turkey in the garage.,S02E29,279
Why do you have a spare Turkey in the garage?,S02E29,280
Why don't you have a spare Turkey in the garage?,S02E29,281
- Go get it.,S02E29,282
- Okay.,S02E29,283
"Hey, mom, are we gonna eat soon?",S02E29,284
'cause everyone's really hungry.,S02E29,285
And would love to be done by 4:00.,S02E29,286
"Actually, dinner has been delayed.",S02E29,287
P.,S02E29,288
J.,S02E29,289
Flash roasted the Turkey.,S02E29,290
And now we have to start all over.,S02E29,291
"Ivy, hi, it's me.",S02E29,292
"Listen, my mom ruined the Turkey.",S02E29,293
"And blamed it on my brother,",S02E29,294
So I'm gonna be late.,S02E29,295
"Yeah, no, okay.",S02E29,296
"Don't worry, though.",S02E29,297
I'll think of something.,S02E29,298
Just you stay in line.,S02E29,299
I'll be there as soon as I can.,S02E29,300
Okay.,S02E29,301
"Mom, oh mom,",S02E29,302
I have a headache.,S02E29,303
Wow.,S02E29,304
So maybe I should rest in my room for a bit.,S02E29,305
"So if you don't see me for, like, two hours or so just remember,",S02E29,306
I'm in my room.,S02E29,307
"Well, honey, you're probably hungry.",S02E29,308
"Here, nibble on the flash Turkey.",S02E29,309
"Yeah, I'll be in my room.",S02E29,310
"If I boil you, will you plump back up?",S02E29,311
Who are you talking to?,S02E29,312
The mini Turkey.,S02E29,313
"Estelle, you make me feel like a new man.",S02E29,314
- Woof! - Meow.,S02E29,315
"Hey, you know what? I got a really fun game.",S02E29,316
Called let's not make animal sounds.,S02E29,317
"So, Mrs. Dabney",S02E29,318
"Oh, Gabe, baby, why so formal?",S02E29,319
Call me Nana.,S02E29,320
Or better yet gam-gam.,S02E29,321
"So, ha ha ha, gam-gam",S02E29,322
"It's interesting that you meowed,",S02E29,323
Because we know how much you love your Cat caboodle.,S02E29,324
"And dad doesn't like cats at all. Isn't that right, dad?",S02E29,325
- Hate em.,S02E29,326
- Then caboodle's gone.,S02E29,327
But you love that Cat more than anything.,S02E29,328
- I thought I did.,S02E29,329
- Oh.,S02E29,330
"Hey, did you know my dad snores so loud,",S02E29,331
He rattles the whole house?,S02E29,332
"Good, Mr.",S02E29,333
Dabney was one of those silent sleepers.,S02E29,334
"At least with a snorer,",S02E29,335
You know there's a man in the house.,S02E29,336
And I hope he's there for a long time.,S02E29,337
Me too.,S02E29,338
- Woof.,S02E29,339
- Meow.,S02E29,340
"Hey, how we doing out here? Everyone's really hungry.",S02E29,341
Dinner should be ready in 90 minutes.,S02E29,342
You think you could speed it up?,S02E29,343
Grandpa Frank keeps tracing finger hearts on Mrs.,S02E29,344
Dabney's back.,S02E29,345
I guess I could whip up some little sandwiches.,S02E29,346
"- Watch the bird, okay? - Yeah, sure.",S02E29,347
I'm gonna watch it cook twice as fast.,S02E29,348
"Charlie, are you gonna eat your sandwich?",S02E29,349
"- Yes. - Well, can I have just a bite?",S02E29,350
"No, daddy.",S02E29,351
I'll buy you a doll.,S02E29,352
"Okay, everyone,",S02E29,353
Dinner will be ready in 10 minutes.,S02E29,354
"No, it won't.",S02E29,355
The Turkey's gotta cook for another hour.,S02E29,356
That's where you're wrong.,S02E29,357
I turned up the heat.,S02E29,358
"- You did what? - Turned up the heat, cut the cooking time in half.",S02E29,359
"You can't do that. If the oil gets too hot, then the Turkey might",S02E29,360
Explode.,S02E29,361
"Oh, look at that Turkey go!",S02E29,362
"Oh no, it's coming back down.",S02E29,363
- Whoa whoa whoa! - No no no!,S02E29,364
"Okay, Ivy, I'm on my way.",S02E29,365
"Yeah, see ya.",S02E29,366
"How you feeling, sweetie?",S02E29,367
What happened to me again?,S02E29,368
Turkey fell out of the sky on you.,S02E29,369
But turkeys can't fly. Can they?,S02E29,370
"No, I guess in cartoons they can.",S02E29,371
"Oh, I like cartoons.",S02E29,372
"Okay, everybody.",S02E29,373
Fresh from the vending machine.,S02E29,374
- Happy Thanksgiving.,S02E29,375
"- Well, at least they're Turkey.",S02E29,376
Or may contain Turkey.,S02E29,377
"Hey, honey, I'm sorry.",S02E29,378
You gotta eat Turkey sandwiches in the hospital again.,S02E29,379
I know this isn't the Thanksgiving you wanted.,S02E29,380
"Well, it's not.",S02E29,381
But you know what? We're all together.,S02E29,382
Teddy's okay.{\i0},S02E29,383
And that is what I'm thankful for.,S02E29,384
"Yeah. Hey, you know what?",S02E29,385
I am thankful for everybody in this room.,S02E29,386
- Me too.,S02E29,387
- Me too.,S02E29,388
I'm thankful that the patient in room 212 ordered ice cream.,S02E29,389
I wonder how the lovebirds are doing.{\i0},S02E29,390
You can't talk to me that way.{\i0},S02E29,391
"I can talk to you any way I want, dimwit.{\i0}",S02E29,392
That sounds promising.,S02E29,393
"Hey, what's going on?",S02E29,394
He's an idiot.,S02E29,395
She's a battleaxe.,S02E29,396
"Yeah, we knew that, but what happened?",S02E29,397
We spent an hour alone together.,S02E29,398
Longest hour of my life.,S02E29,399
So you two aren't a couple anymore?,S02E29,400
"No, we are not.",S02E29,401
"And to think, I was gonna move to Arizona with you.",S02E29,402
Say what now?,S02E29,403
Wait wait.,S02E29,404
There's still time.,S02E29,405
You guys can work this out.,S02E29,406
"I mean, you're perfect for each other.",S02E29,407
"- Oh! - Wait wait, come back!",S02E29,408
Gam-gam!,S02E29,409
"Well, Charlie, another Duncan family Thanksgiving.",S02E29,410
Has come and gone.,S02E29,411
The good news is grandpa Duncan.,S02E29,412
Has also come and gone.,S02E29,413
"Hey, Teddy, tell me what you think about this.",S02E29,414
"Dear Mrs. Dabney,",S02E29,415
I'm sorry for our ugly words.,S02E29,416
Please forgive me.,S02E29,417
Sell your house and move to Phoenix immediately.,S02E29,418
Do not call first.,S02E29,419
Just surprise me.,S02E29,420
"Forever yours, grandpa.",S02E29,421
I think you'd sign it Frank.,S02E29,422
"Oh, yeah, that's good.",S02E29,423
I could use that.,S02E29,424
"Anyway, since we never got a Thanksgiving dinner,",S02E29,425
P.,S02E29,426
J.,S02E29,427
Is about to deep fry another Turkey.,S02E29,428
So just to be on the safe side.,S02E29,429
"Wish me good luck, Charlie.",S02E29,430
That was the worst shopping experience.,S02E29,431
- Of my life.,S02E29,432
- Mine too.,S02E29,433
"I mean, I heard those sales were brutal,",S02E29,434
But I didn't know they were this bad.,S02E29,435
And we were so close to getting that last mytab.,S02E29,436
Then that monster came in.,S02E29,437
And started throwing us around like ragdolls.,S02E29,438
What just happened in there?,S02E29,439
"Karl, are you crying?",S02E29,440
Somebody stepped on my neck.,S02E29,441
C'mon.,S02E29,442
And is it really worth treating people like this to get a stupid mytab?,S02E29,443
Yes.,S02E29,444
Okay.,S02E30,0
"Hey, dad, can I go away with Ivy and her family this weekend?",S02E30,1
Ivy says they have a nice house on the Lake.,S02E30,2
A weekend getaway?,S02E30,3
House on the Lake? Crackling fire?,S02E30,4
Can you bring a friend?,S02E30,5
Or a dad?,S02E30,6
Kind of it's not a getaway unless I get away from,S02E30,7
Me?,S02E30,8
Thanks for understanding.,S02E30,9
- Have fun. - Love you!,S02E30,10
"Hey, dad.",S02E30,11
"- Hey, dad. - How are you doing?",S02E30,12
Anything you boys care to tell me?,S02E30,13
What makes you think we want to tell you something?,S02E30,14
That.,S02E30,15
"Well well well, Mrs.",S02E30,16
Dabney.,S02E30,17
With a baseball and a satellite dish.,S02E30,18
- What do I owe you? - Don't worry about it.,S02E30,19
I still have your credit card number on file.,S02E30,20
Today's all burnt toast ,S02E30,21
"Running late, and dad jokes",S02E30,22
Has anybody seen my left shoe,S02E30,23
"I close my eyes, take a bite",S02E30,24
"Grab a ride, laugh out loud",S02E30,25
There it is up on the roof,S02E30,26
"I've been there, I've survived",S02E30,27
So just take my advice,S02E30,28
"Hang in there, baby",S02E30,29
Things are crazy,S02E30,30
But I know your future's bright,S02E30,31
"Hang in there, baby",S02E30,32
There's no maybe,S02E30,33
Everything turns out all right,S02E30,34
Your life is up and down,S02E30,35
But trust me it comes back around,S02E30,36
You're gonna love who you turn out to be,S02E30,37
"Hang in there, baby.",S02E30,38
"Hey, Charlie.",S02E30,39
- Whatcha doing? - Timeout.,S02E30,40
- What happened? - I was bad.,S02E30,41
Could I talk to you in here for a minute?,S02E30,42
That's a timeout chair?,S02E30,43
This whole time I thought it was just Gabe's chair.,S02E30,44
What's going on?,S02E30,45
"Bob, I am so upset.",S02E30,46
Charlie said a bad word at school today.,S02E30,47
